text,intent
strands of magnetic field inside the superconductor) come in discrete quantities and behave like quantum particles[54].,Case_Study
Quantum locking can have a multitude of practical applications that would revolutionize how energy is managed in the world.,Case_Study
"In a single three-inch disk, approximately a hundred billion strands of magnetic field are inside.",Case_Study
"With such enormous amounts of currents that can be transferred inside superconductors, it would be possible to produce strong magnetic fields for MRI machines, particle accelerators, etc; they can also be produced as power cables that transfer large amount of electrical current between power stations.",Case_Study
"Moreover, large amounts of energy can be stored with superconductors, because no energy would be dissipated.",Case_Study
"What is more, the force of the levitation achieved by a disk that is only half a micron thick is 70,000 times its own weight.",Case_Study
This remarkably strong force can be used for many applications.,Case_Study
"For example, a two- millimeter-thin superconducting layer could hold a small car of 1,000 kilograms[54].",Case_Study
Quantum locking opens new possibilities for space travel as well.,Case_Study
"As long as the superconductor is kept below its critical cold temperature through insulation and other modes of temperature control, it will stay locked in mid-air on top of a regular magnet.",Case_Study
"On top of a circular magnet where the magnetic field is equal all around, the superconductor is able to freely rotate around the axis of the magnet without friction.",Case_Study
"Even when the magnet is turned upside down, the superconductor will remain locked in the same position in regard to the magnet.",Case_Study
"The direction of this frictionless travel can be controlled by simply adjusting the magnetic field, in the form of magnets/magnetic field of different shapes.",Case_Study
"For example, Almog demonstrated that on top of a large circular magnetic rail, the superconducting disk moves freely along the rail as a monorail train would, but without the friction.",Case_Study
"The position and configuration of the traveling superconducting disk can easily be changed by rotation, and it will continue to move freely in its new position[54].",Case_Study
Using Earth’s Magnetism as Energy Resource Throughout history no one has used the Earth’s magnetism as the source for propulsion.,Case_Study
"Although the Earth’s magnetism is quite weak, it is what keeps us from being harmed by cosmic rays, solar winds, causing auroras from cosmic collisions.",Case_Study
And what if the Earth’s magnetic field could be augmented?,Case_Study
"Like the sun, magnetism from the Earth’s and other planets’ magnetic fields are forces that are ever present throughout the universe; however, they have been entirely uninvestigated.",Case_Study
"If technology can be developed to take advantage of this energy, it will mean that no energy will need to be spent on mining, collecting, and refining this energy to a usable form.",Case_Study
It also will save us from the trouble when we happen to run out of fuel during intergalactic/space travel.,Case_Study
"Imagine having to refuel on liquid hydrogen or whatever fuel out on Mars, and how costly that would be.",Case_Study
"As the goal of space travel is to be self-sustaining, and travel farther and father, it would be wise to build a sophisticated spaceship that can utilize multiple energy sources.",Case_Study
"Like a hybrid car, it would be able to switch between them under appropriate conditions.",Case_Study
"Though the Earth magnetism may be too weak to provide thrust for escape velocity, perhaps new discoveries on supercondutors [54] can magnify the given magnetism and levitate spacecrafts into space.",Case_Study
"Once in space, not a lot of energy will be needed to keep going; the small amounts of magnetism should be sufficient to keep going.",Case_Study
"Plasma Another new technology that has reached the test stage of development is the magneto- plasma propulsion, named VASIMR (Variable Specific Impulse Magneto Plasma Rocket).",Case_Study
"In VASIMAR, natural gas is converted into plasma, or very hot partially ionized gas, by high power radio-waves within a chamber[17].",Case_Study
These fast moving plasma particles are guided by strong magnetic fields from the engine’s magnet to have them shoot out and create thrust.,Case_Study
The magnetic fields will also keep other rocket materials from melting in extreme heat.,Case_Study
"The hotter the plasma gets, the faster will the gas particles move and provide that much more thrust for the VASIMR to travel, reaching speeds that are a hundred times more than chemical rockets.",Case_Study
"This is the model that is being developed by the Ad Astra Rocket Company, and it is thought that this technology could take astronauts to Mars in approximately 39 days.",Case_Study
"The first launch is being planned to take place at ISS, after VASMIR is taken into orbit by a traditional chemical rocket.",Case_Study
"Then, aboard at the ISS, VASMIR will be switched into plasma drive, just as a car would go into third and fourth gear after the first two[17].",Case_Study
"Solar sail For interplanetary travel that requires even farther distances, the solar sail has been proposed as a promising technology to achieve it.",Case_Study
"Solar sail stands as one of the most realistic options for interplanetary and even intergalactic travel, as it eliminates both rocket fuel and rocket engines that have been limiting space travel until now[55].",Case_Study
"In the solar sail-powered spacecraft, both the rocket fuel and engine are replaced with sails that are powered by the sun's constant pressure of photons.",Case_Study
"The sails are made of reflective material that has the sunlight’s photons bounce off of it; as these light particles bounce off the mirror-like sail, they transfer their momentum to the sail to nudge it along[56].",Case_Study
"As for the force of this nudge, it is true that the force on a solar-sail spacecraft is far less than a conventional chemical rocket like the space shuttle.",Case_Study
"In the distance that the Earth has from the sun (150 million km, or 1 AU), NASA researchers found that sunlight can produce about 1.4 kw of power[56], [57].",Case_Study
"Dividing that number by the speed of light, 300 million m/sec, we find that force exerted by the sun is about 4.67×[10]^(-6) N. Although this small amount of force does not initially appear like much, especially in relation to the force produced by the space shuttle’s engine (1.67 million N during liftoff, 2.1 million N in vacuum), it is important to remember that many photons are being constantly emitted from the sun[55].",Case_Study
"Therefore, this continuous force from sunlight will give constant acceleration to the space craft.",Case_Study
"In the space’s almost completely frictionless vacuum, such gentle constant acceleration can eventually thrust a spacecraft to velocities that are 5 to 10 times faster (~90 km/sec) than traditional rockets (8km/sec)[58].",Case_Study
"With this eventual top speed, the solar sail vehicle would be able to reach Los Angeles from New York in less than a minute.",Case_Study
"In another illustration, it would only take only eight years for a presently launched solar sail vehicle to catch up with the most distant Voyager 1 spacecraft that has been traveling for more than 20 years[57], [58].",Case_Study
"In addition, the solar sail spacecraft will most likely have laser or magnetic beam propulsion mechanism also onboard, for when it travels even more distant from sunlight.",Case_Study
"By adding such a transmitter, NASA believes that the speed could go up to 30,000 km/sec, one-tenth the speed of light[56].",Case_Study
"On Dec. 6, 2010, NASA finally ejected its NanoSail-D nanosatellite into low earth orbit for it to demonstrate the solar sail system[55].",Case_Study
The successful deployment has been long time in coming since Kepler’s original inception of the idea.,Case_Study
"NASA had designed and operated a solar sail program in the 1970s, but the technology to produce the ultrathin, heat-resistant, highly reflective material was not yet complete[55], [58].",Case_Study
"With sails that were too heavy, the design and launch of a solar sailing vehicle was impractical.",Case_Study
"However, the sails available today are almost 100 times thinner than an average sheet of paper, and NASA’s version of the giant sails are called CP-1.",Case_Study
"Planetary Society, a private, non-profit group in Pasadena, CA, uses the aluminum- reinforced stretched polyester film Mylar (also known as BoPET or biaxially-oriented polyethylene terephthalate) for its spacecraft Cosmos 1[59].",Case_Study
These sails are about one-fourth the thickness of a plastic trash bag.,Case_Study
"Alternatively, the Marshall Space Flight Center supports a rigid, lightweight carbon fiber material that is 200 times thicker than today’s standard solar sail, but weighs about the same as the thinnest materials being tested due to its thousands of tiny holes[17], [56].",Case_Study
Another challenge for the earlier success of the solar sail spacecraft has been its inability to be launched directly from the ground.,Case_Study
"Although NASA’S Jet Propulsion Laboratory (JPL) did demonstrate in an experiment that that the solar sails could be powered to liftoff using microwave and laser beams, a second spacecraft is still needed for the launch of the solar sail[58].",Case_Study
"Once launched, the sails are ejected from the carrier spacecraft using an inflatable boom system, triggered by a built-in deployment mechanism.",Case_Study
"This launch mechanism has experienced several failures, however.",Case_Study
"In 2005, the 100 kg-Cosmos 1 was launched from the Volna rocket from a Russian submarine in the Barents Sea.",Case_Study
"Rather than its planned orbit at the height of 885km above Earth, the rocket only reached 72.4km into space before falling back into the ocean and never being found again[17].",Case_Study
"In 2008, NanoSail-D was launched on Space X’s third attempt for Falcon 1.",Case_Study
"However, this launch also ended in failure after two minutes of take-off, with the solar sail lost in the ocean.",Case_Study
"First success was seen in June, 2010, when Japan’s Ikaros probe ejected its solar sail spacecraft to sail through space propelled only by sunlight.",Case_Study
"In 2011, NASA’s another attempt at launching the NanoSail-D succeeded, but not without some drama[55].",Case_Study
"Three days after its ejection from satellite mothership FASTSAT, NanoSail-D satellite was supposed to deploy and start unfolding its 100-square-foot sail with four booms; however, no evidence could identify it in low-Earth orbit.",Case_Study
"After more than a month later, NanoSail-D popped free on its own and started flying free above Earth.",Case_Study
"Currently NanoSail-D, which is about the size of a loaf of bread, is being tracked by amateur radio operators called “hams” by listening for the little satellite's signal at 437.270 MHz.",Case_Study
"It is expected that NanoSail-D will stay in low-Earth orbit for 70 - 120 days, depending on atmospheric conditions[55].",Case_Study
Space Elevator Figure 2.,Case_Study
"Simulated prototype of space elevator (from Dvorsky, 2013) The space elevator is an alternative way to reach space that has been proposed by a handful of futurists, imaging a mechanism that could make a scenario like Jack and the Beanstalk possible[7], [17].",Case_Study
Proponents of this proposal hold that the space elevator would be an inexpensive and reliable method of accessing space as the permanent installment of the elevator could pay itself off.,Case_Study
"These proponents have suggested that the elevator could lower the cost of space travel from $20,000/kg (cost of using conventional rocket propulsion to thrust a satellite into space) to as low as $200/kg[7].",Case_Study
"Although at first glance, the image of a long cable ascending from Earth into space seems like something that would appear in a science fiction story or fairytale, the principles behind the idea are real and feasible.",Case_Study
"The system will begin at an anchor station, where a strong ribbon of carbon nanotube cables will be held from a mobile platform in the equatorial Pacific.",Case_Study
"(Such location for the anchor station will be crucial in avoiding disturbances by extreme climate conditions, as well as keeping clear of air traffic.)",Case_Study
"The cable will extend well above the Earth’s geostationary orbit – 100,000km from the Earth, according to one design – ending at a platform counterweight.",Case_Study
"A lifter, most likely powered by electrical motors (receiving electricity from photovoltaic cells, galvanized by free-electron lasers), will ascend and descend along the cable, carrying different payloads as well as humans[7], [17].",Case_Study
The most important forces in play here are the Earth’s gravity and the counterweight platform’s centrifugal that would be acting in opposite directions.,Case_Study
"This concept is well-illustrated by imagining a person rotating, in order to swing around a long piece of string with a weight attached at the end of it.",Case_Study
"This rotating motion of the weight will cause the centrifugal force to be directed radially outward from the center, which will keep the string taut.",Case_Study
"Along this taut string, an ant could climb steadily to eventually reach the weight attached at the end.",Case_Study
"Although this analogy falters here because the person, unlike the Earth (the rotating center), does not have innate gravity that would pull the ant back toward himself, this picture is useful in understanding how the centrifugal force works.",Case_Study
"In the same way, the centrifugal force on the space elevator’s counterweight platform will keep the elevator system upright and intact.",Case_Study
"The mass of the platform will also ensure that the center of mass of the system stays sufficiently above the earth[7], [60].",Case_Study
"In revisiting the counterweight, its necessity is indubitable, given that it will work against the Earth’s gravitational force to keep the cable taut.",Case_Study
The cable would provide the lifter with something to climb along the cable.,Case_Study
"In the design of the space elevator, this lifter would be the robotic platform with traction-tread rollers that would clamp on to the ribbon and pull the ribbon through.",Case_Study
The lifter will be powered by a free-electron laser system located on or near the anchor station.,Case_Study
"The laser will beam 2.4 megawatts of energy to photovoltaic cells, perhaps made of Gallium Arsenide (GaAs) attached to the lifter, which will then convert that energy to electricity to be used by conventional, niobium-magnet DC electric motors, according to the ISR[7], [17], [60].",Case_Study
"However, in order for this to happen, there is a big limiting factor in the cable itself.",Case_Study
"Although all of the other pieces of the space elevator can be constructed using known technology, including the robotic lifter, anchor station and power-beaming system, the cable needs to be strong enough to withstand the expected forces.",Case_Study
"It is estimated that the cable will need to have a tensile strength that is above a 100 GPa, and recently carbon nanotubes have been touted as the answer to realizing the space elevator dream, with its theoretically possible strength of 100 GPa[7], [17].",Case_Study
Carbon nanotubes are microscopic structures that have cylindrical walls.,Case_Study
"They are only 30% denser than water, but 32 times stronger than steel, and have a theoretical breaking length of more than 10,000 km.",Case_Study
"Some optimistic scientists state that in theory, the tensile strength of a well-produced carbon nanotube could reach up to 300 GPa.",Case_Study
"However, not everyone is optimistic about its attainability, as the current state of our technology only affords the means to produce carbon nanotubes with the tensile strength of 63 GPa and the length of 1 meter[61].",Case_Study
"Nevertheless, when and if the necessary 100 GPa is reached by the advancement of technology, the process of constructing the space elevator has been estimated to take up to 2 years from that time[7].",Case_Study
"The process will involve first launching a rocket to geosynchronous orbit at about 35,900km from the Earth’s surface.",Case_Study
"Thus remaining in hovering position, the satellite would then lower a cable back to the Earth, and be fixed to its anchor station.",Case_Study
"From then on, climbers would be sent up to the satellite to create a stronger ribbon by adding strands of new carbon nanotube cable to the existing one.",Case_Study
"The satellite would also climb higher at this point, reaching up to 100,000km above the Earth surface, and become the counterweight platform at the end to hold up the system upright.",Case_Study
"Once operational, the lifters could be climbing the space elevator nearly every day.",Case_Study
The lifters will vary in size from 5 to 20 tons.,Case_Study
The 20-ton lifter will be able to carry as much as 13 tons of payload and have 900 cubic meters of space.,Case_Study
Lifters would carry cargo ranging from satellites to solar-powered panels and eventually humans up the ribbon at a speed of about 118 miles per hour (190 km/hour).,Case_Study
"For any of such cargo, it is also estimated that if released from the elevator at 100,000km, they could have enough tangential velocity to reach even Saturn, as they will be whirling around the Earth at more than 11km/sec by that point.",Case_Study
"Thus, the elevator would provide an alternative method of propulsion for space travel[7], [60].",Case_Study
"However, many critiques exist for the feasibility of the space elevator, enough to render the idea impractical and dangerous.",Case_Study
"First, it has been warned that the gravitational pull from the moon and sun, along with pressure from solar wind may shake the cable dangerously.",Case_Study
"In violent motions, the cable could potentially whip into orbiting satellites and space junk, and become unstable due to its lack of resistance against folding or bending[61].",Case_Study
This possible movement is no light matter.,Case_Study
"Even the smallest movement could cause a wobble or a swing in the cable, that the velocity of any spacecraft or object exiting the elevator would be either boosted or reduced.",Case_Study
"This could put the objects seriously off from the intended course, by as much as ten or more kilometers[61].",Case_Study
"Even if thrusters are attached to the cable to counteract any movement, the simple logistics of attaching, maintaining, and refueling them, as well as bypassing them during the elevator climb will pose serious complications.",Case_Study
"Secondly, the problem of vibrational harmonics caused by the cable’s natural resonant frequency, as well as vibrational energy caused by the lifter and climbers may overwhelm the system’s tolerance.",Case_Study
"The addition of a dampening system to the cable, however, poses similar complications as adding thrusters for addressing the issue of violent shaking[61].",Case_Study
"Thirdly, it is important to remember that there are other objects in orbit that could collide with the cable.",Case_Study
"As mentioned in a previous section, among the most problematic objects in orbit are space junk, comprised of pieces such as non-functional space crafts, abandoned launch vehicle stages, mission-related debris, and fragmentation debris[35], [39].",Case_Study
"Given the Earth’s rotational speed 465.1m/sec, the velocity of the debris in orbit at 2,000km above the Earth can be estimated to be about 609.3m/sec[61].",Case_Study
"The damage done by collision with even the smallest debris could be devastating, as it has already destroyed many spacecraft components at even lower orbits[37]–[39].",Case_Study
"However, the challenge in finding all of the debris in orbit and cleaning them up remains a formidable one.",Case_Study
"At the present time, NASA is operating an Orbital Debris Program since 1995, conducting research in modeling, measurements, protection, mitigation, and reentry aspects[40].",Case_Study
"However, the best known and practiced method to address the space debris issue still remains debris tracking and avoidance maneuvers[37] – and adding built-in detection and maneuver systems for debris avoidance would be as tricky as it would be for resolving the issue of movement with thrusters, as mentioned previously.",Case_Study
"Other concerns raised by critics and scientists are multiple, and they include corrosion and ionization due to radiation[61].",Case_Study
Other Considerations A.,Case_Study
Contribution to Society The secondary use of space technology in everyday life has enhanced the quality of life for people around the world.,Case_Study
It would not be an overstatement to say that the applications of space technology have improved the medical system in the U.S. as well as its economy.,Case_Study
"In fact, it is estimated that more than 30,000 re-applied technologies from space exploration are now used in homes, schools, offices, markets, outdoors, fields, hospitals, etc [62].",Case_Study
"For example, exercise machines in gyms and sports centers were originally designed for the astronauts in space to prevent long-term weakening of their muscles and bones.",Case_Study
"[62] In the medical field, artificial pacemakers designed to control the patients’ heartbeat from irregularities caused by cardiac conditions are applications of the machinery that controlled the engine pump of a rocket.",Case_Study
Many other portable medical devices in ambulances were also originally made to meet the needs of transportability of equipment in space[63].,Case_Study
"Moreover, remote monitoring devices for intensive care patients were derived from the telemetry systems that first monitored astronauts and spacecraft.",Case_Study
"The technologies that led to the computer bar codes in retail stores, quartz timing crystals and household smoke detectors were originally developed for NASA[63].",Case_Study
"Contribution to Science and Technology In addition to the benefits that technological innovations in rocket science brought to the world, research done in outer space has also contributed much to society.",Case_Study
A big area of research done in space has to do with microgravity.,Case_Study
"The microgravity environment afforded by satellites, ISS, and other spacecrafts has enabled lab experiments that could never be done on earth.",Case_Study
"Although the state of vacuum has always been thought as a threat from the ancient times, it is no longer a threat, as many innovations have resulted from past and present microgravity research[64].",Case_Study
"To name a few, these innovations include “light bulbs, integrated circuits, freeze- dried foods, particle accelerators, electron microscopes, weather forecasting, human flight (p.1)”[64].",Case_Study
"These varied innovations were able to come out of microgravity research, because the experiments done in ISS are not limited to rocket science or astrophysics.",Case_Study
"Rather, they include experiments in “fundamental physics, biology, firefighting, medicine, climate, etc.",Case_Study
"(p.1)” [64] In space, even the most familiar things that we take for granted on earth behave differently.",Case_Study
"For instance, flames on earth have a shape of a teardrop, due to the rising hot air within a gravitational field.",Case_Study
"In space, flames instead break apart into little balls that move around freely, burning while using almost no fuel.",Case_Study
"Therefore, research projects such as SOFBALL-2, have attempted to light up some flame balls, measure their properties, and hopefully replicate the fuel saving effect on energy saving cars on earth[64].",Case_Study
"In the state of weightlessness, human brains and bodies also behave differently in their efforts to adjust to the foreign environment.",Case_Study
"It has been found that the brain adapts to weightlessness, and therefore directionlessness, by building a mental model that could guide the body in making sense of the unusual experiences.",Case_Study
"Soon after such adjustment, sleeping “upside down” becomes normal; studying this process of adaptation is thought to reveal new insights into the capacities of the human brain [64].",Case_Study
"Lastly, even the difference in smell of flowers have been noted and applied into an actual fragrance by the Japanese cosmetics company Shiseido, naming this unique floral scent “Zen”[64].",Case_Study
"Although it is hard to expect what other aspects of normal life and behavior would be different in space, these fascinating discoveries will challenge many assumptions and boundaries of science.",Case_Study
"Gaining Energy from Outer Space Although solar power has huge potential to be used for energy source and many scientists have dreamed of collecting the solar energy and use it in everyday life, its limitations has prevented it from being used.",Case_Study
"While people need electricity whole day around the year, there is no sunlight at nights to collect solar energy and no region close to centers of population has cloud-free 365 days a year.",Case_Study
"The best locations to gather solar energy are the deserts of Southwest America, far from civilizations.",Case_Study
"Thus, it is necessary to find some ways to store the energy to use in times and places where no sunlight is provided, yet not one found the way to do this in a large scale.",Case_Study
"Back in 1960s and 1970s, some innovative thinkers have though ways to provide solar power from space and sending it back to earth, but this concept seemed impractical and somewhat like a science fiction at that time.",Case_Study
"However, recently, the idea of providing solar power from a base in space to the earth gained some possibilities and more supports.",Case_Study
A group of engineers in 2008 led a successful experiment by using technology that can be deployed in space-based solar power.,Case_Study
"They succeed in taking energy from solar cells and beaming it to the Big Island of Hawaii, 92 miles from Maui after converting it to microwaves and gained 20 watts worth of electricity[57].",Case_Study
"In reality, California's biggest energy utility, Pacific Gas & Electric (PG&E) signed an agreement with a startup company, Solaren Corporation, to purchase 200 megawatts of electricity gathered from the solar power beamed to Earth from outer space, beginning in 2016 for 15 years.",Case_Study
Solaren Corporation is planning to produce the power through solar panels in Earth orbit and convert it to radio-frequency transmissions that will be beamed down to a receiving station in Fresno.,Case_Study
The energy will then be converted into electricity and stored into a power grind of PG&E[65].,Case_Study
This project is based on communications satellite technology and will become the first real-world application of space solar power if succeeded.,Case_Study
"Nevertheless, there are still many obstacles.",Case_Study
"A series of large satellites are needed to launch into space, as well as robotic technology to assemble the solar arrays and microwave technology to transmit the energy 22,000 miles to earth from space, then finally, converting that energy to electricity on the ground.",Case_Study
"Due to the advancements in technology, these became feasible nowadays, despite the fact that many have doubted only a decade ago[65].",Case_Study
"John Mankins, the manager for advanced concepts for NASA, talked about one of the ideas from NASA about what to do with the space shuttles was to launch space habitats, which is to get as many people to live and work in space.",Case_Study
These people in space can work on building satellites that are solar-powered.,Case_Study
Mankins’ team also assembled to find out in mid 1990s whether advances in technology would make space-based solar power more feasible.,Case_Study
"And it was so as we can see with our advanced robotic technology, far more efficient solar cells cheaper, more precise digital devices that can beam energy accurately back to earth, more reliable launch technology, and lighter and stronger materials available, it is possible to build a better solar station as well as solar arrays in outer space.",Case_Study
One way PG&E is planning to increase efficiency of solar cells is to use parabolic reflectors that will concentrate sunlight onto the cells.,Case_Study
"However, as Cal Boerman, the director of energy services at Solaren, said, the biggest expense will be the cost of getting into space[57].",Case_Study
This can be solved using the alternative propulsion methods mentioned in previous chapter.,Case_Study
"Thus, by developing the space program, along with modes of transportation into space, will help gain environmental energy and produce many other possibilities in saving energy[57].",Case_Study
V. Experimental Study on Generalizing Space Travel A.,Case_Study
"Methods In order to increase the perception of feasibility of space travel for the general public, two educational talks were delivered to 2 different groups of audience over the course of two days.",Case_Study
"These talks comprised of the same content, and included the administration of a pre and post survey.",Case_Study
"One group of participants was chosen randomly at a Language School, in Brighton, MA.",Case_Study
"The group was consisted of mostly ESL (English as Second Language) students, several ESL teachers and program coordinator.",Case_Study
Their background varied widely as well as their age.,Case_Study
"The other group was the members of a Christian community in Newton, MA.",Case_Study
"The participants were of a homogeneous racial group from South Korea, except for four younger participants who were considered Korean-American.",Case_Study
"Although their ages varied from elementary school children to adults, participants all readily understood the content of the presentation and indicated that they subscribed to the same culture.",Case_Study
"The two paper-and-pencil surveys were administered on site to the participants, providing both written answers and responses to multiple choice questions.",Case_Study
Several comments were also provided to improve the talk for the future reference.,Case_Study
"Measures Participants with different backgrounds completed the pre and post surveys to indicate their view on space travel, as well as any changes to their views after listening to the informative talk.",Case_Study
"During the pre-surveys, participants were asked to rate their interest in space travel for 6 items on a scale of 1 to 5, with 1 being “Not at all, “ and 5 being “Very much.” In addition, 14 true-and-false questions were asked to assess their background knowledge of space travel as well as their attitudes toward it.",Case_Study
"During the post-survey, participants provided demographic information (i.e.",Case_Study
"race and nationality, culture, primary language, gender, age, level of education, field of study or occupation, yearly income, and number of household) as well as the answers to the same 14 true-and-false questions for comparison (see Appendix C and D).",Case_Study
"On the post- survey, participants also indicated general comments and suggestions for improvement for the speaker.",Case_Study
"These questions included how much percentage of the talk was comprehensible based on participant’s English level, how the talk did help them to consider traveling space, whether the talk increased their excitement, found the space travel as a real possibility in the future, saw the benefits of exploring space to the society.",Case_Study
"Participants could choose not to answer if they are not sure about the answer, or did not feel comfortable answering them.",Case_Study
Results and Discussion Demographics.,Case_Study
"At Language School (LS), 27 participants attended the informative talk.",Case_Study
"Among those participants, the pre-survey was completed by 25 participants, and post-survey by 22 participants.",Case_Study
"At Christian Community (CC), 16 attended the talk, but 12 completed both pre and post surveys.",Case_Study
"Data from the survey showed that the participants were from 5 different racial groups: White/Caucasian (18.9%), Latino/Latina (21.6%), East Asian (48.6%), Southeast Asian (2.7%), and Middle Eastern Asian (8.1%).",Case_Study
"Their origins were from 14 different nations, including Korea, China, Japan, Thailand, Saudi Arabia, Mexico, Brazil, Ukraine, USA, Tunisia, Colombia, Portugal, Poland, and Croatia.",Case_Study
"The average age of the participants was 26.9 years old, with a range of 10 to 49.",Case_Study
"The participants’ primary languages were English, Spanish, Portuguese, Polish, Russian, Croatian, Korean, Chinese, Japanese, Arabic, and Thai.",Case_Study
Interest in Space Travel.,Case_Study
"On average, participants indicated that they had average or above average interest in outer space/universe, sci-fi movies/fantasies, going adventures, taking risks, trying new things, and leaving familiar places to go out.",Case_Study
The means of all these 6 categories were between 3 to 4. mean standard deviation first question second question third question fourth question fifth question sixth question 3.421 1.287 3.37 1.28 3.632 1.261 3.474 1.33 3.47 1.37 2.87 1.26 Background Knowledge of Space Travel.,Case_Study
The number of correct answers that participants provided for the pre-survey questions was on average 8.68 out of 14 questions asked.,Case_Study
The number increased to 10.2 questions out of 14 questions asked in the post-survey.,Case_Study
"Although a statistical test of mean differences could not be performed due to the small population, descriptive results suggest that the participants’ knowledge about space exploration did change in the expected direction through the talk.",Case_Study
"For each true-and-false knowledge question of the post- survey, more than 50% of the participants gave the right answers; this also was an improvement from the pre-survey, where only 8 questions out of 14 gained correct answers from more than 50% of the group.",Case_Study
"Also, majority of people (more than 50%) answered positively, indicating that the talk did help them to give consideration about space travel (64.7%), to increase their excitement about space travel (73.5%), to feel space travel as a real possibility for the future (55.9%), and to see the space exploration beneficial for the society (58.8%).",Case_Study
"Few participants gave negative answers to the abovementioned evaluative questions: 4 out of 34 participants responded “no” for the first 3 questions (11.7%), and 3 out of 34 participants gave a negative response to the last question (8.82%).",Case_Study
"Some participants chose to answer with “I am not sure,” even when given yes or no answer choices; 23.55%, 14.7%, 32.4%, 32.4% of the participants, respectively, answered that they were not sure.",Case_Study
"first question second question third question fourth question 22 64.7058824 4 11.7647059 8 23.5294118 25 73.5294118 4 11.7647059 5 14.7058824 19 55.8823529 4 11.7647059 11 32.3529412 20 58.8235294 3 8.8235294 11 32.3529412 total positive % total negative % not sure % Comparing between the two groups, the first group from LS answered more correct answers (m = 8.96 correct out of 14) than the other group from CC (m = 8.15 out of 14) for the pre-survey questions.",Case_Study
"However, for the post-survey, CC group showed greater gain scores than the LS group.",Case_Study
"CC group participants obtained 11.46 correct answers on average out of 14 questions, whereas the LS group obtained 9.43 out of 14, on average.",Case_Study
"Such differential gain scores may be explained by cultural factors, environmental factors (CC had a better audio/visual system to support the delivery of talk), or the number of participants in each group (n= 26 vs. n=16).",Case_Study
"It is possible that in the smaller CC group, the interaction between the speaker and audience was more intimate and engaging.",Case_Study
"Moreover, the Korean culture of learning may have helped the CC group to focus during the presentation and learn more.",Case_Study
"Indeed, younger children CC participants asked more fundamental questions during the talk, such as how and why; older participants tended to ask more technical questions.",Case_Study
"The participation of young elementary school children in the second group may have helped the rest of members of the group to hear more fundamental answers from the basic questions asked, which might have affected the result.",Case_Study
"More detailed results of the survey are shown in Appendix E and F. 12 11.5 11 10.5 10 9.5 9 8.5 8 7.5 7 Pre-survey 1 Post-survey 2 LC CC combined number of right answers LC CC combined pre-survey post survey 8.96 9.43 8.15 8.68 (SD=1.695) (SD=2.85) (SD=2.16) 11.46 10.21 (SD=2.08) (SD=1.76) (SD=2.19) Given the limited, exploratory nature of the study, it was challenging to find any statistically significant correlations between the participant’s background, interests, and knowledge on space travel.",Case_Study
"In future renditions of the study, it would be more effective to speak louder, as the survey comments suggested.",Case_Study
"Furthermore, more sophisticated techniques in engaging the adult audience may be helpful.",Case_Study
"On the whole, however, the results demonstrate some evidence that an informative presentation on the history, problems, and solutions of space travel helped the public’s perceptions to change.",Case_Study
"Specifically, the talk helped the public to feel that space travel will become more accessible and that they would be willing to travel into space.",Case_Study
"Conclusion Space travel has had a relatively short history, beginning from the 1960s.",Case_Study
"Despite its recency, the field has seen rapid development over the last several decades.",Case_Study
"Once the domain of governments, space travel is now also in the private sector.",Case_Study
"In 2001, the first commercial human space flight took place: Dennis Tito travelled to the International Space Station in exchange for providing funds to NASA.",Case_Study
"Since then, several other wealthy businessmen purchased their rides into space.",Case_Study
"Currently, it is estimated that more than 625 lay people have signed up for sub-orbital space flights with Virgin Galactic, one of 6 privately-owned companies that could launch humans into space[1].",Case_Study
Exciting developments in space tourism does not end there.,Case_Study
"The destinations in space accessible to the public are also expanding to the moon, Mars, and asteroid belts and moons of Jupiter.",Case_Study
"However, there still are significant barriers in making space travel a reality for the general public, namely the concerns over cost, safety, and convenience.",Case_Study
This paper examined and analyzed these problems in depth and posits the problem of propulsion as the central issue to target.,Case_Study
"Building upon these analyses, several alternatives were discussed.",Case_Study
"Additionally, a brief exploratory intervention study was conducted to investigate whether an informative presentation on the current developments of human space travel would increase the public’s perceived accessibility of space travel.",Case_Study
"Results indicated that when issues of cost, safety, and convenience are targeted and resolved through offering alternative solutions in recent developments, participants indeed considered space travel to be more of a personally feasible aspiration.",Case_Study
"Through the brief study, it also became evident that the topic of space travel is inherently very interesting to everyone, as all participants indicated at least an average degree of interest in space travel.",Case_Study
"As the exciting decades of the space race had also demonstrated, the new frontiers of space indeed sparks the human imagination, inspires us, and gives us a larger goal to aspire to.",Case_Study
"However, in order to make this aspiration into reality, bringing such topics closer to the general public may be an important aspect of the process.",Case_Study
"Once made aware of the benefits and excitement of space travel, all will see that it is a worth to topic of study, development, and investment for the future of our race.",Case_Study
"References [1] D. Alba Soular, “Virgin Galactic Takes Step Toward Flight License,” Alamogordo Daily News, 27- Aug-2013.",Case_Study
Available: http://www.alamogordonews.com/news/ci_23959378/virgin- galactic-takes-step-toward-flight-license.,Case_Study
Available: http://www.space-settlement-institute.org/private-space-companies.html.,Case_Study
